title,journal,year,citation,citation_per_year,author,URL
A machine learning approach to identify functional biomarkers in human prefrontal cortex for individuals with traumatic brain injury using functional near‐infrared …,Brain and …,2016,29,4,"['N Karamzadeh', 'F Amyot', 'K Kenney']",https://onlinelibrary.wiley.com/doi/pdf/10.1002/brb3.541
The role of artificial intelligence and machine learning in harmonization of high-resolution post-mortem MRI (virtopsy) with respect to brain microstructure,Brain informatics,2019,18,6,"[""S O'Sullivan"", 'H Heinsen', 'LT Grinberg', 'L Chimelli']",https://link.springer.com/article/10.1186/s40708-019-0096-3?13570
Non-invasive brain-machine interaction,… Journal of Pattern …,2008,116,8,"['J DEL R. MILLÁN', 'PW Ferrez', 'F Galán']",https://infoscience.epfl.ch/record/137249/files/millan_2008_ijprai.pdf
Automated machine learning based on radiomics features predicts H3 K27M mutation in midline gliomas of the brain,Neuro …,2020,20,10,"['X Su', 'N Chen', 'H Sun', 'Y Liu', 'X Yang', 'W Wang']",https://www.ncbi.nlm.nih.gov/pmc/articles/pmc7442326/
"Machine learning for semiautomated classification of glioblastoma, brain metastasis and central nervous system lymphoma using magnetic resonance …",Annals of …,2019,16,5,"['NC Swinburne', 'J Schefflein', 'Y Sakai']",https://www.ncbi.nlm.nih.gov/pmc/articles/pmc6603356/
Automatic localization of the subthalamic nucleus on patient‐specific clinical MRI by incorporating 7 T MRI and machine learning: Application in deep brain stimulation,Human brain …,2019,14,4,"['J Kim', 'Y Duchin', 'RR Shamir', 'R Patriat']",https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/hbm.24404
Machine learning methodologies in P300 speller Brain-Computer Interface systems,2009 National Radio …,2009,32,2,"['AE Selim', 'MA Wahed', 'YM Kadah']",https://www.researchgate.net/profile/Manal_Wahed/publication/224587589_Machine_Learning_Methodologies_in_Brain-Computer_Interface_Systems/links/00b7d536bf7fc23def000000/Machine-Learning-Methodologies-in-Brain-Computer-Interface-Systems.pdf
Machine learning and radiology,Medical image analysis,2012,488,48,"['S Wang', 'RM Summers']",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3372692/
Successful classification of cocaine dependence using brain imaging: a generalizable machine learning approach,BMC …,2016,17,2,"['M Mete', 'U Sakoglu', 'JS Spence']",https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-016-1218-z
What does brain response to neutral faces tell us about major depression? Evidence from machine learning and fMRI,PloS one,2013,29,3,"['L Oliveira', 'CD Ladouceur', 'ML Phillips', 'M Brammer']",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0060121
Brain spontaneous fluctuations in sensorimotor regions were directly related to eyes open and eyes closed: evidences from a machine learning approach,Frontiers in human …,2014,21,2,"['B Liang', 'D Zhang', 'X Wen', 'P Xu', 'X Peng']",https://www.frontiersin.org/articles/10.3389/fnhum.2014.00645/full
A comparison of optimal MIMO linear and nonlinear models for brain–machine interfaces,Journal of neural …,2006,146,9,"['SP Kim', 'JC Sanchez', 'YN Rao']",https://www.researchgate.net/profile/Jose_Principe/publication/7076919_A_comparison_of_optimal_MIMO_linear_and_nonlinear_models_for_brain-machine_interfaces/links/0046351c20b0a35d0b000000.pdf
Machine learning classification of first-episode schizophrenia spectrum disorders and controls using whole brain white matter fractional anisotropy,BMC psychiatry,2018,17,4,"['P Mikolas', 'J Hlinka', 'A Skoch', 'Z Pitra', 'T Frodl', 'F Spaniel']",https://link.springer.com/content/pdf/10.1186/s12888-018-1678-y.pdf
Investigating brain structural patterns in first episode psychosis and schizophrenia using MRI and a machine learning approach,Psychiatry Research …,2018,12,3,"['AM de Moura', 'WHL Pinaya', 'A Gadelha']",https://www.researchgate.net/profile/Walter_Pinaya2/publication/323612164_Investigating_brain_structural_patterns_in_first_episode_psychosis_and_schizophrenia_using_MRI_and_a_machine_learning_approach/links/5aa324ccaca272d448b6c7d2/Investigating-brain-structural-patterns-in-first-episode-psychosis-and-schizophrenia-using-MRI-and-a-machine-learning-approach.pdf
Machine learning for neuroimaging with scikit-learn,Frontiers in …,2014,761,95,"['A Abraham', 'F Pedregosa', 'M Eickenberg']",https://www.frontiersin.org/articles/10.3389/fninf.2014.00014/full
Supervised machine learning-based classification scheme to segment the brainstem on MRI in multicenter brain tumor treatment context,International journal of …,2016,19,3,"['J Dolz', 'A Laprie', 'S Ken', 'HA Leroy', 'N Reyns']",https://lilloa.univ-lille.fr/bitstream/handle/20.500.12210/34881/https:/hal.archives-ouvertes.fr/hal-01181348/document?sequence=1
A review of epileptic seizure detection using machine learning classifiers,Brain informatics,2020,33,16,"['MK Siddiqui', 'R Morales-Menendez', 'X Huang']",https://link.springer.com/content/pdf/10.1186/s40708-020-00105-1.pdf
Machine learning classifiers and fMRI: a tutorial overview,Neuroimage,2009,1598,122,"['F Pereira', 'T Mitchell', 'M Botvinick']",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2892746/
Coadaptive brain–machine interface via reinforcement learning,IEEE transactions on …,2008,172,12,"['J DiGiovanna', 'B Mahmoudi', 'J Fortes']",http://www.dcsc.tudelft.nl/~sc4081/2018/assign/pap/lucian_rlbmi_paper.pdf
Beyond brain blobs: machine learning classifiers as instruments for analyzing functional magnetic resonance imaging data,NA,2007,21,1,['F Pereira'],https://apps.dtic.mil/sti/pdfs/ADA480989.pdf
Two distinct neuroanatomical subtypes of schizophrenia revealed using machine learning,Brain,2020,38,19,"['GB Chand', 'DB Dwyer', 'G Erus', 'A Sotiras', 'E Varol']",https://academic.oup.com/brain/article/143/3/1027/5758311
Machine learning for brain image segmentation,… Analysis and Machine Learning …,2010,14,1,"['J Morra', 'Z Tu', 'A Toga', 'P Thompson']",http://users.loni.ucla.edu/~thompson/PDF/MorraThompson-ML-Chpt08.pdf
Machine learning–XGBoost analysis of language networks to classify patients with epilepsy,Brain …,2017,179,35,"['L Torlay', 'M Perrone-Bertolotti']",https://braininformatics.springeropen.com/articles/10.1007/s40708-017-0065-7
… wireless accelerometer and gyroscope platform for ascertaining deep brain stimulation treatment efficacy of Parkinson's disease through machine learning …,Advances in Parkinson's …,2018,16,4,"['R LeMoyne', 'T Mastroianni', 'C McCandless']",https://www.scirp.org/journal/paperinformation.aspx?paperid=84978
Recent advances in brain–machine interfaces,Neural networks: the official journal of …,2009,27,2,"['T Isa', 'EE Fetz', 'KR Müller']",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4015971/
Comparing common machine learning classifiers in low-dimensional feature vectors for brain computer interface applications,International Journal of Innovative …,2013,14,1,"['O Aydemir', 'T Kayikcioglu']",https://www.researchgate.net/profile/Onder_Aydemir/publication/257922105_Comparing_Common_Machine_Learning_Classifiers_in_Low-Dimensional_Feature_Vectors_for_Brain_Computer_Interface_Applications/links/591f1135a6fdcc799d61d5ca/Comparing-Common-Machine-Learning-Classifiers-in-Low-Dimensional-Feature-Vectors-for-Brain-Computer-Interface-Applications.pdf
Application of machine learning methods to describe the effects of conjugated equine estrogens therapy on region-specific brain volumes,Magnetic resonance …,2011,18,1,"['R Casanova', 'MA Espeland', 'JS Goveas']",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3079024/
Microelectrode recordings validate the clinical visualization of subthalamic-nucleus based on 7T magnetic resonance imaging and machine learning for deep brain …,…,2019,12,4,"['RR Shamir', 'Y Duchin', 'J Kim', 'R Patriat', 'O Marmor']",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6500885/
"Current advances, trends and challenges of machine learning and knowledge extraction: from machine learning to explainable AI",… for Machine Learning and …,2018,108,27,"['A Holzinger', 'P Kieseberg', 'E Weippl']",https://pure.tugraz.at/ws/portalfiles/portal/21408591/HolzingerEtAl2018_from_machine_learning_to_explainable_AI_pre.pdf
Neurolinguistic and machine-learning perspectives on direct speech BCIs for restoration of naturalistic communication,Brain-Computer …,2017,18,3,"['O Iljina', 'J Derix', 'RT Schirrmeister']",https://www.tandfonline.com/doi/pdf/10.1080/2326263X.2017.1330611
Deep learning trends for focal brain pathology segmentation in MRI,Machine learning for health …,2016,66,11,"['M Havaei', 'N Guizard', 'H Larochelle']",https://arxiv.org/pdf/1607.05258
Brain-machine interfaces: the perception-action closed loop: a two-learner system,"IEEE Systems, Man, and Cybernetics Magazine",2015,11,1,['JR Millán'],https://infoscience.epfl.ch/record/207608/files/IEEE_SMC_Mag2015.pdf
Invasive or noninvasive: understanding brain-machine interface technology,IEEE Engineering in Medicine and …,2010,79,6,"['JR Millán', 'J Carmena']",https://infoscience.epfl.ch/record/150426/files/embs-mag_10.pdf
Manifold learning of brain MRIs by deep learning,… Conference on Medical …,2013,171,19,"['T Brosch', 'R Tam']",https://link.springer.com/content/pdf/10.1007/978-3-642-40763-5_78.pdf
Low-power circuits for brain–machine interfaces,… Circuits and Systems,2008,111,7,"['R Sarpeshkar', 'W Wattanapanitch']",https://authors.library.caltech.edu/37283/1/Sarpeshkar_2008p173.pdf
Diagnosis of autism spectrum disorder based on eigenvalues of brain networks,IEEE Access,2019,15,5,"['S Mostafa', 'L Tang', 'FX Wu']",https://ieeexplore.ieee.org/iel7/6287639/8600701/08827515.pdf
Detection of Alzheimer's disease by displacement field and machine learning,PeerJ,2015,84,12,"['Y Zhang', 'S Wang']",https://peerj.com/articles/1251/
Emotional state classification from EEG data using machine learning approach,Neurocomputing,2014,468,58,"['XW Wang', 'D Nie', 'BL Lu']",http://bcmi.sjtu.edu.cn/~lubaoliang/papers/2014/2.pdf
Digital signal processing and machine learning,Brain-Computer Interfaces,2009,20,1,"['Y Li', 'KK Ang', 'C Guan']",https://www.researchgate.net/profile/Kai_Ang/publication/225270111_Digital_Signal_Processing_and_Machine_Learning/links/53d86b680cf2a19eee834bdb/Digital-Signal-Processing-and-Machine-Learning.pdf
A study on mental state classification using eeg-based brain-machine interface,… on Intelligent Systems …,2018,37,9,"['JJ Bird', 'LJ Manso', 'EP Ribeiro', 'A Ekart']",https://cs.aston.ac.uk/~fariad/publications/JB-LM-ER-AE-DF.pdf
Spinnaker 2: A 10 million core processor system for brain simulation and machine learning,arXiv preprint arXiv:1911.02385,2019,19,6,"['C Mayr', 'S Hoeppner', 'S Furber']",https://arxiv.org/pdf/1911.02385
Disrupted white matter connectivity underlying developmental dyslexia: a machine learning approach,Human brain mapping,2016,90,15,"['Z Cui', 'Z Xia', 'M Su', 'H Shu', 'G Gong']",https://onlinelibrary.wiley.com/doi/pdf/10.1002/hbm.23112
Application of machine learning to epileptic seizure detection,… 27th International Conference on Machine Learning …,2010,465,38,"['AH Shoeb', 'JV Guttag']",https://icml.cc/Conferences/2010/papers/493.pdf
Deep learning for brain MRI segmentation: state of the art and future directions,Journal of digital …,2017,527,105,"['Z Akkus', 'A Galimzianova', 'A Hoogi', 'DL Rubin']",https://link.springer.com/article/10.1007/s10278-017-9983-4
Morphological classification of brains via high-dimensional shape transformations and machine learning methods,Neuroimage,2004,373,20,"['Z Lao', 'D Shen', 'Z Xue', 'B Karacali', 'SM Resnick']",https://www.cbica.upenn.edu/sbia/papers/Lao-Neuroimage2004.pdf
Current applications and future impact of machine learning in radiology,Radiology,2018,288,72,"['G Choy', 'O Khalilzadeh', 'M Michalski', 'S Do', 'AE Samir']",https://pubs.rsna.org/doi/pdf/10.1148/radiol.2018171820
Mental emotional sentiment classification with an eeg-based brain-machine interface,… Conference on Digital …,2019,20,6,"['JJ Bird', 'A Ekart', 'CD Buckingham']",https://www.researchgate.net/profile/Jordan_Bird2/publication/329403546_Mental_Emotional_Sentiment_Classification_with_an_EEG-based_Brain-machine_Interface/links/5c2f74c092851c22a35975c5/Mental-Emotional-Sentiment-Classification-with-an-EEG-based-Brain-machine-Interface.pdf
Machine learning approach to optimizing combined stimulation and medication therapies for Parkinson's disease,Brain stimulation,2015,38,5,"['RR Shamir', 'T Dolber', 'AM Noecker', 'BL Walter']",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5015434/
Machine learning technique reveals intrinsic characteristics of schizophrenia: an alternative method,Brain imaging and behavior,2019,18,6,"['J Li', 'Y Sun', 'Y Huang', 'A Bezerianos', 'R Yu']",https://www.researchgate.net/profile/Junhua_Li9/publication/327290680_Machine_learning_technique_reveals_intrinsic_characteristics_of_schizophrenia_an_alternative_method/links/5b8772b34585151fd13bb216/Machine-learning-technique-reveals-intrinsic-characteristics-of-schizophrenia-an-alternative-method.pdf
Learning to control a brain–machine interface for reaching and grasping by primates,PLoS biol,2003,2050,107,"['JM Carmena', 'MA Lebedev', 'RE Crist', ""JE O'Doherty""]",https://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.0000042
Dynamic analysis of naive adaptive brain-machine interfaces,Neural Computation,2013,24,2,"['KC Kowalski', 'BD He', 'L Srinivasan']",https://authors.library.caltech.edu/43026/1/Kowalski_2013p2373.pdf
The algorithmic architecture of exploration in the human brain,Current opinion in neurobiology,2019,52,17,"['E Schulz', 'SJ Gershman']",https://cpilab.org/pubs/SchulzGershman18.pdf
Interactive machine learning for health informatics: when do we need the human-in-the-loop?,Brain Informatics,2016,492,82,['A Holzinger'],https://link.springer.com/content/pdf/10.1007/s40708-016-0042-6.pdf
Disentangling disorders of consciousness: Insights from diffusion tensor imaging and machine learning,Human brain …,2017,49,9,"['ZS Zheng', 'N Reggente', 'E Lutkenhoff']",https://onlinelibrary.wiley.com/doi/pdf/10.1002/hbm.23370
Brain-computer interfacing [in the spotlight],IEEE Signal Processing Magazine,2010,74,6,"['RPN Rao', 'R Scherer']",https://www.researchgate.net/profile/Rajesh_Rao7/publication/224145401_Brain-Computer_Interfacing_In_the_Spotlight/links/54975fee0cf20f487d3166f1/Brain-Computer-Interfacing-In-the-Spotlight.pdf
A review on transfer learning approaches in brain–computer interface,… Machine Learning for Brain …,2018,27,6,"['AM Azab', 'J Toth', 'LS Mihaylova']",http://dl.konkur.in/post/Book/Bargh/Signal-Processing-and-Machine-Learning-for-Brain-Machine-Interfaces-%5Bkonkur.in%5D.pdf#page=96
Observation-based learning for brain–machine interfaces,Current opinion in neurobiology,2008,59,4,"['D Tkach', 'J Reimer', 'NG Hatsopoulos']",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2771336/
Privacy-preserving federated brain tumour segmentation,… on Machine Learning in …,2019,82,27,"['W Li', 'F Milletarì', 'D Xu', 'N Rieke', 'J Hancox']",https://arxiv.org/pdf/1910.00962
A synergetic brain-machine interfacing paradigm for multi-DOF robot control,IEEE Transactions on …,2016,38,6,"['S Bhattacharyya', 'S Shimoda']",https://ieeexplore.ieee.org/iel7/6221021/6376248/07479553.pdf
Optimization for machine learning,NA,2012,588,58,"['S Sra', 'S Nowozin', 'SJ Wright']",http://optml.mit.edu/teach/6881/lect4.pdf
A recurrent neural network for closed-loop intracortical brain–machine interface decoders,Journal of neural …,2012,142,14,"['D Sussillo', 'P Nuyujukian', 'JM Fan', 'JC Kao']",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3638090/
Efficient interactive brain tumor segmentation as within-brain kNN classification,2014 22nd International …,2014,61,7,"['M Havaei', 'PM Jodoin']",http://www.dmi.usherb.ca/~larocheh/publications/ICPR_2014_paper.pdf
Mining prognosis index of brain metastases using artificial intelligence,Cancers,2019,16,5,"['S Huang', 'J Yang', 'S Fong', 'Q Zhao']",https://www.mdpi.com/2072-6694/11/8/1140/pdf
Making brain–machine interfaces robust to future neural variability,Nature …,2016,109,18,"['D Sussillo', 'SD Stavisky', 'JC Kao', 'SI Ryu']",https://www.nature.com/articles/ncomms13749
"Cognitive intelligence: deep learning, thinking, and reasoning by brain-inspired systems",International Journal of …,2016,61,10,"['Y Wang', 'B Widrow', 'LA Zadeh', 'N Howard']",https://www.researchgate.net/profile/Yingxu_Wang/publication/310613903_Cognitive_Intelligence_Deep_Learning_Thinking_and_Reasoning_by_Brain-Inspired_Systems/links/5a72dfe3aca2720bc0da7873/Cognitive-Intelligence-Deep-Learning-Thinking-and-Reasoning-by-Brain-Inspired-Systems.pdf
Spatiotemporal linear decoding of brain state,IEEE Signal …,2007,135,9,"['LC Parra', 'C Christoforou', 'AC Gerson']",https://www.researchgate.net/profile/Paul_Sajda/publication/250206888_Spatio-temporal_linear_decoding_of_brain_state_Application_to_performance_augmentation_in_high-throughput_tasks/links/02e7e539f942b69537000000/Spatio-temporal-linear-decoding-of-brain-state-Application-to-performance-augmentation-in-high-throughput-tasks.pdf
On the effect of data set size on bias and variance in classification learning,Proceedings of the Fourth Australian Knowledge …,1999,91,3,"['D Brain', 'G Webb']",http://i.giwebb.com/wp-content/papercite-data/pdf/brainwebb99.pdf
Pixels to voxels: Modeling visual representation in the human brain,arXiv preprint arXiv …,2014,84,10,"['P Agrawal', 'D Stansbury', 'J Malik', 'JL Gallant']",https://arxiv.org/pdf/1407.5104
Errare machinale est: the use of error-related potentials in brain-machine interfaces,Frontiers in neuroscience,2014,169,21,"['R Chavarriaga', 'A Sobolewski', 'JR Millán']",https://www.frontiersin.org/articles/10.3389/fnins.2014.00208/full
Noninvasive brain-actuated control of a mobile robot by human EEG,IEEE Transactions on …,2004,855,47,"['JR Millan', 'F Renkens', 'J Mourino']",https://infoscience.epfl.ch/record/97814/files/Millan04b.pdf
Brain-machine interfaces: an overview,Translational Neuroscience,2014,74,9,['M Lebedev'],https://www.degruyter.com/document/doi/10.2478/s13380-014-0212-z/pdf
Brain–computer interface use is a skill that user and system acquire together,PLoS biology,2018,26,6,"['DJ McFarland', 'JR Wolpaw']",https://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.2006719
Feedback for reinforcement learning based brain–machine interfaces using confidence metrics,Journal of neural engineering,2017,12,2,"['NW Prins', 'JC Sanchez', 'A Prasad']",https://www.cs.colostate.edu/~anderson/cs793/notebooks/Prins-2017.pdf
Within-brain classification for brain tumor segmentation,International journal of …,2016,36,6,"['M Havaei', 'H Larochelle', 'P Poulin']",https://arxiv.org/pdf/1510.01344
MRI-based treatment planning for brain stereotactic radiosurgery: dosimetric validation of a learning-based pseudo-CT generation method,Medical …,2019,57,19,"['T Wang', 'N Manohar', 'Y Lei', 'A Dhabaan', 'HK Shu', 'T Liu']",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7775641/
Single subject prediction of brain disorders in neuroimaging: Promises and pitfalls,Neuroimage,2017,502,100,"['MR Arbabshirani', 'S Plis', 'J Sui', 'VD Calhoun']",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5031516/
Determining the optimal number of MEG trials: A machine learning and speech decoding perspective,… Conference on Brain …,2018,10,2,"['D Dash', 'P Ferrari', 'S Malik', 'A Montillo']",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6876632/
Neuroimaging-based approaches in the brain–computer interface,Trends in biotechnology,2010,130,10,"['BK Min', 'MJ Marzelli', 'SS Yoo']",https://www.researchgate.net/profile/Byoung-Kyong_Min2/publication/46109898_Neuroimaging-based_approaches_in_brain-computer_interface/links/5ac29815aca27222c75ceccc/Neuroimaging-based-approaches-in-brain-computer-interface.pdf
Radiomics of brain MRI: utility in prediction of metastatic tumor type,Radiology,2019,57,19,"['HC Kniep', 'F Madesta', 'T Schneider', 'U Hanning']",https://pubs.rsna.org/doi/pdf/10.1148/radiol.2018180946
Prospects of brain–machine interfaces for space system control,Acta Astronautica,2009,29,2,"['C Menon', 'C De Negueruela', 'JR Millán', 'O Tonet']",http://repository.essex.ac.uk/8783/1/Menon2009ProspectsBMISpaceControl.pdf
Machine learning for medical imaging,Radiographics,2017,608,121,"['BJ Erickson', 'P Korfiatis', 'Z Akkus', 'TL Kline']",https://pubs.rsna.org/doi/full/10.1148/rg.2017160130
White matter connectome edge density in children with autism spectrum disorders: potential imaging biomarkers using machine-learning models,Brain …,2019,19,6,"['S Payabvash', 'EM Palacios', 'JP Owen', 'MB Wang']",https://www.liebertpub.com/doi/pdf/10.1089/brain.2018.0658
CortexSuite: A synthetic brain benchmark suite,2014 IEEE …,2014,64,8,"['S Thomas', 'C Gohkale', 'E Tanuwidjaja']",http://cseweb.ucsd.edu/groups/bsg/papers/cortex-extended.pdf
Persistent metabolic youth in the aging female brain,Proceedings of the …,2019,64,21,"['MS Goyal', 'TM Blazey', 'Y Su']",https://www.pnas.org/content/pnas/116/8/3251.full.pdf
Genetic algorithms and machine learning,NA,1988,3210,94,"['DE Goldberg', 'JH Holland']",https://deepblue.lib.umich.edu/bitstream/handle/2027.42/46947/10994_2005_Article_422926.pdf
Invasive or noninvasive: understanding brain-machine interface technology [conversations in BME],IEEE Engineering in Medicine and …,2010,35,2,"['JR Milan', 'JM Carmena']",https://ieeexplore.ieee.org/iel5/51/5415964/05415990.pdf
Frontotemporal correlates of impulsivity and machine learning in retired professional athletes with a history of multiple concussions,Brain structure and …,2016,98,16,"['R Goswami', 'P Dufort', 'MC Tartaglia', 'RE Green']",https://link.springer.com/article/10.1007/s00429-015-1012-0
Using machine learning to predict learner emotional state from brainwaves,… on Advanced Learning …,2007,67,4,"['A Heraz', 'R Razaki', 'C Frasson']",https://www.iro.umontreal.ca/~frasson/FrassonPub/ICALT-2007-Heraz-Razaki-Frasson.pdf
An overview of machine learning,Machine learning,1983,608,15,"['JG Carbonell', 'RS Michalski', 'TM Mitchell']",http://ebot.gmu.edu/bitstream/handle/1920/1569/83-02.pdf?sequence=1&isAllowed=y
Detection of brain activation in unresponsive patients with acute brain injury,… England Journal of …,2019,93,31,"['J Claassen', 'K Doyle', 'A Matory', 'C Couch']",https://www.nejm.org/doi/full/10.1056/NEJMoa1812757
Machine learning identifies unaffected first‐degree relatives with functional network patterns and cognitive impairment similar to those of schizophrenia patients,Human brain …,2019,12,4,"['R Jing', 'P Li', 'Z Ding', 'X Lin', 'R Zhao', 'L Shi']",https://onlinelibrary.wiley.com/doi/pdf/10.1002/hbm.24678
Control of a center-out reaching task using a reinforcement learning brain-machine interface,2011 5th …,2011,30,2,"['JC Sanchez', 'A Tarigoppula', 'JS Choi']",http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.686.8423&rep=rep1&type=pdf
Your evidence? Machine learning algorithms for medical diagnosis and prediction,Human brain mapping,2020,20,10,"['B Heinrichs', 'SB Eickhoff']",https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/hbm.24886
A symbiotic brain-machine interface through value-based decision making,PloS one,2011,81,7,"['B Mahmoudi', 'JC Sanchez']",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0014760
A novel transfer learning approach to enhance deep neural network classification of brain functional connectomes,Frontiers in neuroscience,2018,56,14,"['H Li', 'NA Parikh', 'L He']",https://www.frontiersin.org/articles/10.3389/fnins.2018.00491/full
Brain-Computer Interfaces [from the guest editors],IEEE Signal Processing …,2007,61,4,"['P Sajda', 'KR Muller', 'KV Shenoy']",https://ieeexplore.ieee.org/iel5/79/4404853/04408438.pdf
Adaptive decoding for brain-machine interfaces through Bayesian parameter updates,Neural computation,2011,119,10,"['Z Li', ""JE O'Doherty"", 'MA Lebedev', 'MAL Nicolelis']",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3335277/
Using reinforcement learning to provide stable brain-machine interface control despite neural input reorganization,PloS one,2014,67,8,"['EA Pohlmeyer', 'B Mahmoudi', 'S Geng', 'NW Prins']",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0087253
Brain hemorrhage diagnosis by using deep learning,… on Machine Learning …,2017,22,4,"['TD Phong', 'HN Duong', 'HT Nguyen', 'NT Trong']",https://www.researchgate.net/profile/Duong_Hieu/publication/315853163_Brain_Hemorrhage_Diagnosis_by_Using_Deep_Learning/links/59f94977458515547c26b84d/Brain-Hemorrhage-Diagnosis-by-Using-Deep-Learning.pdf
Deep ensemble learning of sparse regression models for brain disease diagnosis,Medical image …,2017,152,30,"['HI Suk', 'SW Lee', 'D Shen']",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5808465/
Alzheimer's disease risk assessment using large-scale machine learning methods,PloS one,2013,89,9,"['R Casanova', 'FC Hsu', 'KM Sink', 'SR Rapp']",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0077949
Intrinsic variable learning for brain-machine interface control by human anterior intraparietal cortex,Neuron,2019,17,5,"['S Sakellaridi', 'VN Christopoulos', 'T Aflalo', 'KW Pejsa']",https://www.sciencedirect.com/science/article/pii/S0896627319301217
Fully portable and wireless universal brain–machine interfaces enabled by flexible scalp electronics and deep learning algorithm,Nature Machine …,2019,40,13,"['M Mahmood', 'D Mzurikwao', 'YS Kim', 'Y Lee']",https://kar.kent.ac.uk/75551/1/577_2_art_file_5929_pgnv5p_convrt.pdf
Brain–machine interface control of a manipulator using small-world neural network and shared control strategy,Journal of neuroscience methods,2014,27,3,"['T Li', 'J Hong', 'J Zhang', 'F Guo']",https://www.researchgate.net/profile/Ting_Li142/publication/259318690_Brain-machine_interface_control_of_a_manipulator_using_small-world_neural_network_and_shared_control_strategy/links/5bef7123299bf1124fd82742/Brain-machine-interface-control-of-a-manipulator-using-small-world-neural-network-and-shared-control-strategy.pdf
An optimized brain-based algorithm for classifying parkinson's disease,Applied Sciences,2020,12,6,"['R Olivares', 'R Munoz', 'R Soto', 'B Crawford']",https://www.mdpi.com/2076-3417/10/5/1827/pdf
Multi‐parameter machine learning approach to the neuroanatomical basis of developmental dyslexia,Human brain …,2017,23,4,"['P Płoński', 'W Gradkowski', 'I Altarelli']",https://onlinelibrary.wiley.com/doi/pdf/10.1002/hbm.23426
Deep machine learning-a new frontier in artificial intelligence research [research frontier],IEEE computational …,2010,1216,101,"['I Arel', 'DC Rose', 'TP Karnowski']",http://web.eecs.utk.edu/~ielhanan/Papers/DML_Arel_2010.pdf
The free-energy principle: a rough guide to the brain?,Trends in cognitive sciences,2009,1351,103,['K Friston'],https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.439.3475&rep=rep1&type=pdf
Brain machine interfaces for vision restoration: the current state of cortical visual prosthetics,Neurotherapeutics,2019,24,8,"['S Niketeghad', 'N Pouratian']",https://link.springer.com/article/10.1007/s13311-018-0660-1
Task-induced brain connectivity promotes the detection of individual differences in brain-behavior relationships,NeuroImage,2020,26,13,"['R Jiang', 'N Zuo', 'JM Ford', 'S Qi', 'D Zhi', 'C Zhuo', 'Y Xu']",https://www.sciencedirect.com/science/article/pii/S1053811919309619
Cognitive prognosis of acquired brain injury patients using machine learning techniques,NA,2013,13,1,"['J Serra', 'JL Arcos Rosell', 'A Garcia-Rudolph']",https://digital.csic.es/bitstream/10261/133206/1/ICACTA2013_108-13.pdf
Learning to control brain rhythms: making a brain-computer interface possible,IEEE transactions on …,2003,222,11,"['JA Pineda', 'DS Silverman', 'A Vankov']","http://cognitiveneurolab.ucsd.edu/Papers_files/Pineda%20J%20A%20%20Silverman%20D%20S%20Vankov,%20A%20and%20Hestenes%20J%20%20Learning%20to%20control%20brain%20rhythms%C2%A0%20making%20a%20brain%20computer%20interface%20possible%C2%A0%20IEEE%20Trans%20Neural%20Sys%20Rehab%20Eng%20112%201814%202003_1.pdf"
Creating new functional circuits for action via brain-machine interfaces,Frontiers in computational neuroscience,2013,40,4,"['A Orsborn', 'JM Carmena']",https://www.frontiersin.org/articles/10.3389/fncom.2013.00157/full?utm_source=newsletter&utm_medium=web&utm_campaign=Neuroscience-w46-2013
Using machine learning to detect cognitive states across multiple subjects,CALD KDD project paper,2003,20,1,"['X Wang', 'TM Mitchell', 'R Hutchinson']",http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.61.1693&rep=rep1&type=pdf
Prediction of activation patterns preceding hallucinations in patients with schizophrenia using machine learning with structured sparsity,Human brain …,2018,16,4,"['A de Pierrefeu', 'T Fovet', 'F Hadj‐Selem']",https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/hbm.23953
A review on a deep learning perspective in brain cancer classification,Cancers,2019,86,28,"['GS Tandel', 'M Biswas', 'OG Kakde', 'A Tiwari', 'HS Suri']",https://www.mdpi.com/2072-6694/11/1/111/pdf
